data_02_k5,data_02_k6
0.039103238965516464,2.972378701262006
0.0424939333026386,3.008461006970949
0.040206860376257515,3.205807798425994
0.040737465929582724,2.848192651847216
0.038901035436970356,2.946520563588005
0.04195853087590314,3.0431776592468838
0.03664123432095049,3.5232819259134143
0.03111065418439348,3.7544295764163693
0.028796560765166783,2.854005941204443
0.025122169442501896,2.103265031072648
0.038291482070421046,2.9738430102410045
0.03435839288270842,2.9125330524850632
0.03099993717144119,2.7975968027109106
0.02934045927119124,3.018404774140382
0.022178980900780885,3.1504577905283915
0.0406823427543629,2.9645914220409275
0.041432201057672036,3.615376018503965
0.041314529730619984,3.622636830492011
0.04088626824566014,3.082570594730793
0.03951045973801613,2.114343479878514
0.03888846883372718,2.9750499266376482
0.037975365837490775,3.2602747158406213
0.04193273919728799,2.865226970015598
0.039355384263521476,2.9440013575652135
0.04124794418933811,2.9899957120233807
0.04040530962239161,2.996574389358156
0.035931407268333895,3.6742322740817346
0.03163876642294517,3.7219764725315447
0.025521995513231647,3.160153649956328
0.024198166790151382,2.1859129882492767
0.040607423172415814,2.9397211856268837
0.03546686818612893,2.877770954027149
0.030285134037639078,3.036423436968511
0.028717135645807083,3.0063605072076607
0.025475627948607582,3.2460101622752573
0.039214350134309545,2.7228997349231023
0.04160918163913961,3.4248959084901127
0.03889918621365223,3.663068564363604
0.03954436318871839,2.9435138745294553
0.04029008556759864,2.1433330365073147
0.04000922269743982,3.0462336481351597
0.03940694394913215,3.07732518582226
0.03964722150109,3.0398138356698836
0.04175494242103896,3.0522217789000563
0.03947850946315004,3.1378569142141313
0.04158960616953939,3.065807635140968
0.03638197077617831,3.434651270875275
0.03417704391764801,3.467968849542345
0.03149973278882652,3.2739132751422226
0.02362287942543924,2.0368294919631866
0.038863349498081116,3.0308260450987836
0.035605292994460205,2.958294888072272
0.030477410292375974,2.9945966730229294
0.02674415284886868,2.7998469676094233
0.02339163756753958,3.110279593087292
0.039079444859826576,3.072955718667004
0.037411387666737336,3.503332564137055
0.04083105152630954,3.5761384034600057
0.04016908191063831,3.0131152790033546
0.03864047304634627,2.0371045451274106
0.040188234555360206,2.8863030462978236
0.03921510809007893,2.9692689369362104
0.04295017920837153,2.921766011796545
0.04037661851565577,3.0093553019476453
0.038461029385391796,2.991443029665168
0.04231128137347736,3.0541804863695057
0.036065972675188705,3.459300380119245
0.028714804445535175,3.675760465609701
0.025662975886520285,3.17879370130528
0.027054565710747974,1.9867328206833843
0.04112285493659954,2.968536301271704
0.03348456934536723,2.81823988154619
0.02943754212228065,2.9362912173395634
0.02566119106400656,3.0825500127570993
0.027360174304841077,2.8455563428757786
0.041260382155960285,3.092285068920109
0.04053152412632019,3.388994807006759
0.039808875829390945,3.5063525597795704
0.040900783253152766,3.0453073492675404
0.041563157418697,2.1150502970679583
0.041684338344926936,2.874098759200072
0.03798375160838702,3.3889247921930887
0.03933302785894331,3.035787310984886
0.04101851147845416,2.9419463249149507
0.04082697927090177,3.04427574328621
0.03965539118777329,3.007835164023038
0.03594549239401846,3.7654142278819416
0.030813862245963476,3.40848044795104
0.028060461438673728,3.127257689933176
0.024698437566256292,2.1049961600746676
0.03829867818564609,3.151582221130739
0.03544055937927432,2.8961384564815953
0.03162195268969425,2.9763388926781738
0.029775872463541825,3.0101684750636637
0.025206486056295236,2.940084957939329
0.04034311249533056,2.9610376906211
0.04015133364507772,3.402556397042695
0.03790271754667524,3.779665606169756
0.04096113411787587,2.9398474366050067
0.039022134533311326,2.0177423898483227
0.04351809655821395,3.1574895571720214
0.03957576790928584,3.0651832871078506
0.039337056083329824,2.942850372646131
0.038738235459439614,2.9286459279048587
0.042641451947738704,2.993516624989747
0.040190792378284136,3.029242491551891
0.03797196140557654,3.4480723402866262
0.03041198855937274,3.7410836318883827
0.027294138852951545,3.003232083607215
0.022021963009786732,2.0058341133218645
0.039081642433123225,3.0741582980599835
0.037775757022287554,3.0849106024602704
0.03141814832464759,3.007169992486152
0.02687264565811189,2.9139338206111187
0.025415440798363075,2.8781288905675746
0.04312847034478794,2.9891616487240977
0.04034326212260675,3.421376675431251
0.03908097809637877,3.381958064123371
0.03970731937860364,3.1402778885909357
0.04051888695065821,2.0662156215534297
0.038738204846633595,2.9397361537988567
0.04239369707175416,2.8635235655201106
0.03971351744899168,3.228283418601471
0.039838440183473905,2.8368191155414326
0.0389363689035615,3.0582551974685854
0.03939903540532836,2.932574836374026
0.03544973242539447,3.5208595976567065
0.034557614033833325,3.529372186543334
0.02972927919384243,3.165690493878068
0.023818176167190175,1.9760517596531284
0.03916621229191597,2.941215545623383
0.036075447092418444,3.1560238413200183
0.03566892635812975,3.185709727078052
0.02778695845707369,2.7892167125330833
0.02337795221748521,3.0107048667687955
0.0413520208065079,3.1155033562181127
0.041094895087066347,3.3425670780240635
0.04135942887301337,3.486413134028733
0.04027968432025801,3.098946141260848
0.04068506682395281,2.162960997939137
0.03733203984386294,3.088379515772813
0.04061764250935948,2.9681218049666134
0.04018903121767469,3.0160846374442154
0.0403536311496976,3.1969015399172984
0.03964951939370644,3.0201678460661587
0.04186941419691055,3.12650172280523
0.03783242097660858,3.440703839872853
0.03520397236846853,3.548004104511622
0.030986962951530982,2.9278916776763144
0.02403357373816678,2.309989748516306
0.038855612500443525,2.909677323813871
0.034498338074228974,2.8736984064793516
0.031300544746911366,3.0397415007550777
0.02477726320332685,3.025437652004675
0.025978680074266514,3.2445088821888524
0.04208188158752094,3.0908129716555153
0.03723723136141707,3.437819195039186
0.03943672566946781,3.6244228683308273
0.03983092586559396,2.938962164632779
0.04269509713295058,2.2693669550155158
0.04037988843598564,3.1461730332390974
0.03785796114042404,3.079298435734776
0.03916334019789853,3.0820494626220856
0.039902684872543885,3.075955285563774
0.04213682818409503,3.000874810838028
0.04162809381912335,2.8573879157822426
0.034845432895302376,3.6923061253665814
0.032603820756838285,3.293733261547952
0.0258175400766682,3.0659062781293054
0.02538524704693518,2.1477740093141735
0.040998699955233045,3.115080645334539
0.03867368772618071,3.0067220079929955
0.03191682895011056,2.7896115169029274
0.028158924150540526,2.9313779930525325
0.022441584667513455,2.978411252274295
0.04162390907638985,2.76087018135737
0.03931635314047131,3.5239964740299246
0.03857086788791208,3.580068353099907
0.04065828787298517,3.0860356608868806
0.03605456288998396,2.4685749775039967
0.03967152118805088,3.0781431937905204
0.04043802638565848,3.122960788178202
0.04130825511419854,2.974824819452579
0.04060506843553361,2.886550940265133
0.04137107681743891,2.9446753993338777
0.04386683736606114,2.8018741325174177
0.03525762041125438,3.609045583531109
0.03281621207500586,3.4692622753782
0.026405150812467963,3.1073370845652835
0.02397710813893294,1.9451662515283128
0.04005528170741416,3.0228276378830947
0.03627956223517095,2.873397954887678
0.03276181324528421,3.165428416435109
0.0287299782450877,2.863729383555079
0.023302967248492953,3.0415324343464327
0.03896472698989077,2.741082439798167
0.041414801312045134,3.4104626866050576
0.03908230356677075,3.720468073080544
0.03876136811263135,3.1914877848227152
0.03798290739388996,2.117454911631123
0.039882310369381634,2.859761829069077
0.038984402776145746,2.996539013648602
0.04107311354997429,2.801934414788987
0.03944039321726197,3.090768772625458
0.039137905344035856,3.027275030600753
0.04078756571210309,3.032140201839802
0.03704521228715422,3.495274960682714
0.03133811757825261,3.2228221257565224
0.027851294370432846,3.1416341635631984
0.02485663814538904,2.09336659784241
0.04284720465564024,3.034370930355459
0.03620210537353422,3.1526720135362223
0.030850454045889184,2.945959365129035
0.03183592396807962,3.0013355024665067
0.026613709474253292,2.827379202610257
0.03969517311673136,3.0454108684364196
0.04048006167232928,3.3893236488586993
0.040030814839400596,3.410709521626562
0.04114032532039085,3.2201730107832773
0.03644001968562014,2.3082832154760173
0.03801432880510641,3.054572312277916
0.041055844221028176,2.976013220627828
0.03896781766902433,3.019838522549046
0.04070210992114313,3.1059963383938447
0.03671626082575687,2.803634487832917
0.04228864374590109,3.125595461653386
0.0366964623182523,3.595821408853327
0.033467479868225604,3.2206892641841183
0.029776443354622113,3.031801488412521
0.024368986929009923,2.124581063893971
0.04139514392652599,2.958183306125327
0.0368296060254212,2.9531178025633227
0.03025154046543759,3.145201261252832
0.02918544001803884,3.2069114686987743
0.024104246292126884,3.135000329499381
0.043160670486430526,2.966222146195324
0.03788327821959166,3.481277811943426
0.039657534016023385,3.558201660541118
0.04273968796371085,3.050862732899358
0.04059680744928786,2.1326779122125363
0.04003272113364005,3.0376869196207514
0.04212514351365918,3.0145582052988935
0.04114054771204978,3.093463203574024
0.041463637233369016,2.931072653737874
0.04260300994271148,2.9542851912847183
0.0398307453317604,3.1684860321257005
0.038070534249832935,3.3792009753106513
0.03060308639933206,3.3770305128755265
0.02829095550819173,3.109780904150216
0.0245825834997681,2.2262589257062273
0.03903697144642398,2.8807561690681545
0.03764285608971985,3.0901273563127587
0.029585333540274077,2.9885823058980856
0.0265664834835896,2.751509871534964
0.02424019220990103,2.9904945948889696
0.03984420917197907,3.025938305016148
0.04141194426303454,3.534671700538006
0.03901370265140235,3.4518240897694463
0.03978911553113411,3.1272020383894743
0.038336511435676734,2.137882935738914
0.041547627616268665,2.9870063890518614
0.038882526931848974,2.966886579788935
0.041783437672579166,3.066005275345696
0.04197868128013057,3.0166917428594124
0.04065644015438468,2.932985170518224
0.040968593070288536,2.939239974937291
0.03372709519248681,3.5253591558820947
0.035113361948370295,3.6361097207487676
0.02986440542391402,3.133062686771178
0.02302630851469404,2.135731097386766
0.039562803029100924,2.9437560264261498
0.03712666765428755,2.8563163797161506
0.03338618581138044,3.103698298347107
0.026082204225490003,3.076739039748064
0.027888362643751215,2.933134142167007
0.041351846786252915,2.9061357785256714
0.041777138269124485,3.539978966391187
0.04264306462659707,3.36492351257557
0.039917923382199426,3.026768978864928
0.03968437620947792,2.0844505508776794
0.038665850271144,3.069446684953974
0.03825987085747692,3.178083711786754
0.038102069463498,3.0121294981674334
0.04085278285892237,3.070408240691115
0.03951720533781379,3.009540239439408
0.04153802264289549,2.825224089950829
0.034749216461548674,3.548448277717993
0.03128834883466081,3.70440047927652
0.029077206181367738,3.0986600102897706
0.021587588291941313,2.163132027039149
0.03949373461088481,2.9877184183775283
0.034109505236710906,3.059838965259591
0.03033766969550875,2.972853362226911
0.028610281327122164,2.905978105318434
0.024932786249088103,2.8420187518017967
0.03550436051366313,3.055796158894302
0.0413448637231376,3.4756985491690338
0.04080660200734657,3.4012900169899596
0.039796562229078944,2.8570177948751256
0.04188988942630164,2.3831893033851794
0.04171841961645119,2.996718364030351
0.03994667145235853,2.818071885221868
0.041264616550221164,2.974711898316987
0.03894921131942228,2.830556904881003
0.039520380005365965,2.898112663797995
0.03936475116747546,2.853888001468368
0.03870014317271312,3.5080796967350434
0.03371991212363582,3.227796039569082
0.027274883472008262,3.0089421250089514
0.022043318113014538,2.3455930985068916
0.03773554892836881,3.038206831248963
0.03735429805692751,3.0213828226101627
0.030599591236007175,3.1129398968069
0.02827294093094534,2.872380251234155
0.0217791215238367,3.2504060921391775
0.0389143949673305,2.7773314015298354
0.040853214980405846,3.547227630727307
0.03783386506284384,3.306845230370166
0.03981391597254623,3.2267275550051306
0.041017798456291436,2.100847509100563
0.038665298829465,3.0325280108100654
0.04025176535554585,3.0755654096031275
0.03936672327953777,3.107922486384372
0.038670701556262004,2.960334635985604
0.04118530323796145,3.1187965930352535
0.036898392477674596,3.0128628488419382
0.036974046418775414,3.335901082381124
0.03276900095980035,3.4406190875523843
0.02963240481946309,3.154617843852317
0.025230483671992977,2.174486319514444
0.04138183749465241,3.1656617433977448
0.03914599682472902,2.9965925934301123
0.02840151825546815,3.003783120551279
0.02832889793351996,2.9813585583426723
0.02490926179324332,3.121281355741712
0.03917122811173149,2.9647085607412667
0.040636547534080546,3.443973151021303
0.040146027813581175,3.304595088133764
0.0382081604457638,2.930669342927505
0.038634202085236415,2.0768034566483204
0.04061168822807419,3.117853560302717
0.038836186353459944,2.8803793221146394
0.038333297825616786,2.950249352836359
0.0396175534909559,3.0580341040605923
0.039485880252530574,2.750581287736797
0.039853705159119776,3.1424624172781868
0.03790656202961652,3.415324413826652
0.029523557530179885,3.834967259023833
0.027740124892032928,3.0783058499873257
0.024672918701917037,1.9663152652057057
0.03883484942209394,2.815146911365199
0.034891048617583055,3.0142619319605473
0.029816464867220942,3.0707979215240777
0.02846295044610774,2.8914941969255232
0.024362119907809704,3.0897697394992614
0.04169775240521879,2.9744582065624168
0.039850181129742326,3.499594303802169
0.04230633880968807,3.6750086270733595
0.04133504250841127,3.0555191040191167
0.04059718629466625,2.2083948397464837
0.03833332272913709,2.7926034581615107
0.041026928044242586,2.8164827362583496
0.04000269390157474,3.0300297385617996
0.040902187824489414,3.0227311485017774
0.0388274339099246,3.1183639031874555
0.042781814027049996,3.105741457071053
0.032890158557881646,3.677949142248353
0.03191031048610197,3.6029897135183147
0.028995253177393696,3.0783976712151953
0.023879578883762038,2.282298848319708
0.04113856307597799,3.1188314695253077
0.03981268271236853,3.0797299036432904
0.03233180985181649,2.7347240267309254
0.03230674240519379,2.942078781384443
0.027799575544152633,3.0449572281605986
0.042461488318234875,2.9868347614588515
0.040818353207517,3.535674957557071
0.03970220688100241,3.525552741045301
0.04162053493735081,3.06582502236342
0.03673970800889472,2.1364932901404208
0.040863664968858036,3.0739746859621726
0.0409865085079639,2.79694781749571
0.04058998729281791,3.1161431051936477
0.04204252589034825,2.9730046474747063
0.03948497186210752,3.1785405398253648
0.03733131512675309,2.947580402770425
0.036731939326971934,3.3158671481542528
0.032447404579890815,3.765343682526263
0.027993502954501856,3.0565855170043696
0.024759858742454486,2.1265113395055235
0.04130144059852651,3.1085322557339636
0.0360043066579682,2.858796941070033
0.02989084683606546,2.928840316121362
0.029275808800879738,2.765015379041169
0.020981879746027925,2.9215464210287876
0.04063103175676894,2.890372074220201
0.041418798459353694,3.550004396418622
0.039726976610818227,3.6382593763838136
0.04062138426051099,3.036487796734541
0.04036978389506906,2.237701602957311
0.040570053351779274,2.9210387750460627
0.041368323528102706,3.138352347067034
0.04044203929046934,3.0172925594954623
0.03987899987075226,3.2593699015563344
0.04044210485141727,2.9810047165560065
0.035987331516484394,2.8121661881963362
0.0358757228790231,3.5347552853811717
0.032442995934178584,3.6385808136538342
0.02768935614508727,3.2357506553379074
0.022525574331408674,2.014986873546832
0.0380336221159139,3.0890756429023822
0.03586732809225724,3.0947781506184597
0.031571669725508664,2.9289729477344624
0.02741063587979759,2.7776859810909924
0.022128615583337417,2.826955842436986
0.04168691563516056,2.9283203890364637
0.04126313576446429,3.691978872203035
0.039693160305424094,3.5740654687622824
0.03719829196896628,2.9917596266976236
0.04008994375901254,2.1958904284003387
0.03878496301232179,3.322183079907216
0.03926657577745218,3.0077092267956047
0.04103966698744563,2.9968777638271207
0.03897029218075662,3.125436679675597
0.04258487251713152,2.99643672347402
0.040899627752644906,2.9883105001796846
0.03762632834832346,3.371259912688817
0.03571337635839116,3.4675762502653997
0.025665840936899054,3.0478898607368317
0.024234733574632003,2.3548345449216277
0.041457935482834114,3.0170950118454942
0.033776826361618946,2.8960754706393463
0.03173874410843313,3.306363133615271
0.025023635881250537,3.1357265582215224
0.023156425188425728,3.1999189079984904
0.038177278976042554,3.01723478815953
0.0382407184932756,3.618421971163401
0.042374047181980935,3.7740865207681384
0.04127616105214323,3.3111919505493383
0.04199427825385864,2.1441750105811184
0.04076325958125552,2.883360694622888
0.03970367652895841,3.1465156450018585
0.04086605462957176,3.0548828797950396
0.03833899033650047,2.927458412359906
0.03877663037799429,3.0474355044016197
0.038415187791253504,3.067444966811886
0.03421373374090634,3.7294236549762436
0.03273694615916497,3.4558795665296076
0.028385673492001957,3.047705616092645
0.02459383673561545,2.1892239262512363
0.03837741732374164,2.9050423345416636
0.0364793498955833,3.1966862290501874
0.03373538721387348,2.9250519031658286
0.029321476642635992,2.9941717976692455
0.02448210184274945,3.031243378888387
0.044120719621957426,2.857765342729533
0.040161471774420573,3.296402725443886
0.040943737476734014,3.6715930166065687
0.04231305958576185,2.8589825697795455
0.04066043119551045,2.3512043941660385
0.039337574619132315,2.974541936150166
0.039941540444472415,3.0438022501719644
0.04106425580119355,3.1581385060453777
0.03984721985528801,3.023553365456696
0.04398079660355434,3.051731871373799
0.04030200497492773,2.838930824965986
0.036004569676195565,3.483440861619974
0.031982326672305,3.47094988304746
0.02690109495609168,3.003507164181585
0.023656792775360362,2.3241759177634354
0.04167853860249492,2.956802985846833
0.03330253367273802,2.8986499885756856
0.03126758314681519,3.0124365605073966
0.026939828358878697,3.2408016828998267
0.023564371944930638,2.8543266635712587
0.03977398118834798,2.8793546902087903
0.04024984913164052,3.5380360336907843
0.04056894017860541,3.3453770089050945
0.04035313806555304,3.1272540096649974
0.03772622648399282,2.2746438767676493
0.041254673406550944,3.2759543233385333
0.04025072477980116,3.0056080233021603
0.0401545373345319,3.008371947708036
0.03704244355945974,2.7994647529629306
0.039875937653134075,2.93027191433202
0.04008757844009188,2.7466549952087362
0.03360208279275719,3.3778219873273505
0.033577693153696395,3.408181199149186
0.02672077767427755,3.099584858240886
0.023483605821079827,2.1775700614401554
0.04368809917127311,2.8650475594490117
0.035511248576144315,2.937988866030752
0.03441983268293193,2.9076618092531668
0.027868660953958853,3.094456033718725
0.02230625514248256,3.198621097889041
0.041081219864758795,2.8710952068563573
0.04072732449449238,3.4844031428120315
0.04050116603519094,3.5292029763581203
0.04171282565884535,2.9278679537156
0.03916381328448654,2.1300971186693523
